term,sub_grade,grade,emp_length,issue_y,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,loan_status
36 months,B2,B,,15,57.9,9.17,111.58,145531,7.45,17133,100,7,48000,3500,Charged Off
60 months,E2,E,2 years,15,64.2,18.84,556.48,78422,37.15,4899,100,4,45000,21525,Charged Off
36 months,B5,B,3 years,15,65.7,11.53,659.81,330967,22.42,15457,100,2,66000,20000,Fully Paid
36 months,B3,B,10+ years,15,75.6,9.99,903.35,194327,15.62,14103,100,3,78000,28000,Fully Paid
36 months,D1,D,< 1 year,15,47.5,15.61,167.84,25261,26.24,1609,100,3,29000,4800,Fully Paid
36 months,B4,B,3 years,15,59,10.99,628.5,306404,16.52,40198,100,5,88500,19200,Charged Off
60 months,B1,B,8 years,15,39.9,8.18,427.62,58600,14.04,2110,100,3,55200,21000,Fully Paid
60 months,D1,D,6 years,15,76.2,15.61,723.34,53720,18.89,4241,100,8,70000,30000,Charged Off
36 months,C1,C,10+ years,15,69.9,12.29,500.3,85797,17.63,5015,100,8,38200,15000,Fully Paid
60 months,E2,E,2 years,15,76.9,18.84,413.65,280536,19.55,25275,100,8,80000,16000,Fully Paid
36 months,B5,B,1 year,15,41.3,11.53,461.87,124429,23.97,7905,100,4,36000,14000,Fully Paid
36 months,C1,C,,15,18.2,12.39,233.81,38800,9.31,1179,100,3,25000,7000,Charged Off
36 months,C2,C,2 years,15,19.2,12.69,87.22,19089,12.39,656,100,2,28000,2600,Fully Paid
36 months,B3,B,4 years,15,86,9.99,451.68,856182,27.84,32594,100,5,140000,14000,Fully Paid
36 months,C2,C,4 years,15,81,12.88,134.55,353037,38.95,20469,86,4,70000,4000,Charged Off
36 months,A4,A,2 years,15,45.4,7.49,777.55,124867,13.4,3707,100,11,140000,25000,Fully Paid
36 months,C4,C,,15,41.3,13.99,506.62,45300,17.65,2080,100,5,31000,14825,Fully Paid
60 months,B4,B,2 years,15,30.1,10.78,281.23,68356,26.32,2643,50,3,32736,13000,Charged Off
36 months,B3,B,< 1 year,15,54.6,9.99,322.63,38660,13.28,3528,100,1,60000,10000,Fully Paid
36 months,A1,A,7 years,15,60.7,5.32,421.61,79922,21.69,9942,100,1,92000,14000,Fully Paid
60 months,D3,D,10+ years,15,62.1,16.99,521.8,105049,30.33,3267,100,11,79300,21000,Fully Paid
36 months,A1,A,10+ years,15,81.2,5.93,790.15,234097,8.17,31408,100,1,85000,26000,Fully Paid
60 months,B1,B,3 years,15,23.2,8.67,576.76,2329246,21.26,97850,100,5,175000,28000,Fully Paid
36 months,B5,B,1 year,15,45.9,11.53,950.12,113679,20.57,5505,100,6,80000,28800,Fully Paid
36 months,B2,B,1 year,15,45,9.17,191.28,135485,21.03,9592,100,2,40000,6000,Fully Paid
60 months,B3,B,5 years,15,29.2,9.99,424.85,179211,23.26,6216,100,6,171931,20000,Charged Off
36 months,B2,B,2 years,15,63.3,9.17,191.28,77859,16.38,3236,100,4,31000,6000,Fully Paid
36 months,A1,A,10+ years,15,44.2,5.32,316.21,312388,9.1,46734,100,2,100000,10500,Fully Paid
36 months,C2,C,4 years,15,78.4,12.69,1006.35,607849,15.7,72698,100,5,96000,30000,Fully Paid
60 months,C4,C,10+ years,15,77.4,13.99,744.42,495900,5.05,40828,100,2,125000,32000,Fully Paid
36 months,B2,B,10+ years,15,75,9.17,318.79,107000,16.79,21935,100,0,24232,10000,Fully Paid
60 months,B5,B,10+ years,15,67.4,11.22,611.87,228374,31.43,14977,100,2,85000,28000,Fully Paid
36 months,B4,B,5 years,15,16.7,10.64,390.83,476963,29.68,30669,100,3,55000,12000,Fully Paid
36 months,A1,A,5 years,15,14.3,5.32,481.84,107064,31.01,3849,100,7,45000,16000,Fully Paid
60 months,C3,C,6 years,15,69.6,13.33,458.45,368629,27.53,34379,100,3,84000,20000,Fully Paid
36 months,C1,C,6 years,15,32.1,12.29,226.81,145425,4.51,17638,100,4,45000,6800,Fully Paid
60 months,D1,D,2 years,15,45.9,15.41,576.14,302891,22.81,17142,95,3,105000,24000,Charged Off
36 months,A3,A,1 year,15,36.6,6.89,184.97,29300,12.57,2001,100,2,40000,6000,Fully Paid
60 months,B5,B,10+ years,15,44.1,11.99,422.55,103530,23.85,3744,100,9,62000,19000,Fully Paid
36 months,C3,C,1 year,15,34.3,13.33,338.54,637154,32.43,43868,100,5,84000,10000,Fully Paid
36 months,A4,A,< 1 year,15,62.1,7.26,309.97,107021,17.75,4780,100,3,120000,10000,Fully Paid
36 months,B5,B,9 years,15,84.5,11.53,89.08,51087,27.06,5148,100,4,31000,2700,Fully Paid
36 months,B3,B,5 years,15,55,9.99,387.15,172425,8.88,29007,100,2,45000,12000,Fully Paid
36 months,B1,B,1 year,15,85.6,8.18,408.46,52513,12.94,12701,100,1,82000,13000,Fully Paid
60 months,C1,C,1 year,15,73.9,12.29,313.48,37368,26.27,3804,100,2,35000,14000,Charged Off
36 months,C1,C,10+ years,15,49.2,12.29,333.53,102862,21.63,8989,100,8,85000,10000,Fully Paid
60 months,C1,C,7 years,15,85.6,12.29,447.83,39235,19.32,4508,100,2,45000,20000,Fully Paid
36 months,B3,B,2 years,15,66,9.99,322.63,20065,13.47,1833,100,3,40549,10000,Charged Off
36 months,A3,A,10+ years,15,20.6,6.68,184.39,150090,16.42,11352,100,7,50000,6000,Fully Paid
36 months,A3,A,5 years,15,97.2,6.99,771.82,111940,22.93,7655,100,2,75000,25000,Fully Paid
36 months,B1,B,10+ years,15,82.6,8.18,1099.69,38767,5.9,4620,100,0,175000,35000,Charged Off
36 months,A4,A,< 1 year,15,59.5,7.26,309.97,78109,26.66,4073,100,2,40200,10000,Fully Paid
60 months,E3,E,10+ years,15,54.5,19.52,704.21,30322,10.37,1952,100,2,67000,26850,Charged Off
60 months,A5,A,1 year,15,41.4,7.89,364.03,290441,23.93,15034,100,11,85000,18000,Fully Paid
36 months,B1,B,4 years,15,33.5,8.18,94.26,53915,11.17,8883,100,3,45000,3000,Fully Paid
36 months,A5,A,4 years,15,67.9,7.89,525.6,85276,23.67,9339,88,5,62000,16800,Fully Paid
36 months,B5,B,9 years,15,64.7,11.53,593.83,74417,16.31,3063,100,4,45000,18000,Fully Paid
60 months,B4,B,1 year,15,92.3,10.99,326.07,260373,18.57,42163,100,3,80000,15000,Fully Paid
60 months,B2,B,10+ years,15,64.1,9.17,483.52,257569,22.33,10598,100,8,117000,23200,Charged Off
60 months,C5,C,10+ years,15,28.6,14.65,424.92,350600,13.52,12091,100,2,81000,18000,Charged Off
36 months,B1,B,10+ years,15,45.1,8.38,1102.92,475607,21.23,37343,100,10,141000,35000,Fully Paid
36 months,C3,C,10+ years,15,65.1,13.33,406.24,61394,33.28,1723,100,8,49000,12000,Fully Paid
36 months,A2,A,3 years,15,41.9,6.24,170.98,36879,14.99,5278,100,0,35000,5600,Fully Paid
36 months,B2,B,,15,44.1,9.17,270.98,20400,10.49,817,100,5,35000,8500,Fully Paid
36 months,A2,A,8 years,15,62.4,6.39,673.18,42617,13.7,4747,100,0,80000,22000,Fully Paid
36 months,B2,B,5 years,15,22.6,9.17,382.55,156649,19.63,6651,100,7,70000,12000,Fully Paid
36 months,C2,C,10+ years,15,75.7,12.69,358.93,95520,7.38,10709,100,2,47000,10700,Fully Paid
36 months,A1,A,4 years,15,78.3,5.32,843.22,453178,22.36,24153,100,2,278000,28000,Fully Paid
36 months,D1,D,1 year,15,63.4,15.61,104.9,2700,15.24,285,100,3,28660.12,3000,Fully Paid
36 months,A2,A,3 years,15,53.3,6.39,220.32,98470,26.56,10585,100,1,55800,7200,Fully Paid
36 months,C2,C,6 years,15,64.5,12.69,201.27,11900,12.61,1279,100,4,25500,6000,Fully Paid
60 months,B3,B,10+ years,15,23.9,9.99,254.91,333219,13.55,25874,100,3,140000,12000,Fully Paid
60 months,B1,B,10+ years,15,24.6,8.18,285.08,63400,17.13,1732,100,2,36000,14000,Fully Paid
36 months,C3,C,< 1 year,15,81.8,13.66,51.02,32070,26.22,7924,100,3,13000,1500,Fully Paid
36 months,C1,C,2 years,15,54.5,12.39,425.03,99270,19.17,4078,100,8,66000,12725,Charged Off
36 months,B4,B,1 year,15,48.4,10.99,314.25,36394,15.02,2618,100,5,40000,9600,Fully Paid
36 months,C3,C,6 years,15,74.7,13.33,690.61,25100,20.46,1172,100,8,42000,20400,Fully Paid
36 months,B3,B,6 years,15,48.5,9.99,387.15,20200,11.02,1398,100,3,41500,12000,Fully Paid
36 months,A4,A,10+ years,15,43.6,7.26,557.94,79174,12.5,2418,100,4,104000,18000,Fully Paid
60 months,C3,C,1 year,15,71.4,13.33,229.23,18900,9.41,2249,100,3,32000,10000,Charged Off
36 months,A2,A,10+ years,15,63.2,6.24,610.62,71495,17.9,4352,100,6,75000,20000,Fully Paid
36 months,A2,A,10+ years,15,36,6.24,366.37,214439,19.47,7378,100,3,80000,12000,Fully Paid
60 months,C3,C,5 years,15,81.1,13.66,609.64,159489,26.93,9797,100,0,70000,26400,Fully Paid
36 months,A4,A,10+ years,15,67.7,6.92,215.89,42520,12.62,3050,100,2,81000,7000,Fully Paid
36 months,C2,C,3 years,15,99.4,12.99,67.38,4700,5.5,1168,100,1,29460,2000,Fully Paid
36 months,A1,A,,15,19.4,5.32,240.92,235885,5.93,65046,100,1,54000,8000,Fully Paid
60 months,C3,C,6 years,15,50.8,13.33,332.38,135351,14.06,13810,100,4,49000,14500,Fully Paid
36 months,A2,A,3 years,15,47.2,6.24,854.87,855188,11.42,62024,100,3,200000,28000,Fully Paid
36 months,B2,B,,15,28.3,9.17,318.79,438456,16.55,41143,100,4,65000,10000,Fully Paid
36 months,B5,B,10+ years,15,64,11.53,593.83,765752,29.27,31298,100,2,140000,18000,Fully Paid
36 months,B2,B,8 years,15,43.1,9.17,637.58,206012,12.19,3819,100,9,103000,20000,Fully Paid
36 months,A2,A,2 years,15,91.6,6.49,380,100214,21.38,3130,100,2,94408,12400,Fully Paid
36 months,C5,C,10+ years,15,89.2,14.99,99.65,327008,39.25,29658,100,1,55000,2875,Fully Paid
36 months,B5,B,10+ years,15,46.4,11.99,797.03,268750,12.2,9788,100,10,64000,24000,Fully Paid
36 months,C1,C,1 year,15,82.6,11.99,797.03,371203,15.68,41767,100,2,80000,24000,Charged Off
36 months,A2,A,10+ years,15,70.6,6.24,763.28,228309,9.85,32882,100,0,80000,25000,Fully Paid
36 months,A4,A,10+ years,15,57.7,7.26,557.94,51032,8.87,2475,100,4,135000,18000,Charged Off
36 months,B3,B,2 years,15,84.3,9.99,258.1,52012,17.61,2693,100,8,38500,8000,Fully Paid
36 months,A1,A,5 years,15,53.9,5.32,433.66,108900,25.73,5785,100,5,82000,14400,Fully Paid
36 months,A2,A,2 years,15,64.1,6.24,457.97,140175,8.6,7637,100,4,143000,15000,Fully Paid
36 months,A4,A,10+ years,15,65.4,7.26,309.97,42703,18.09,4416,100,4,52000,10000,Fully Paid
36 months,B2,B,10+ years,15,55.7,9.17,637.58,45900,12.83,2285,100,0,52000,20000,Fully Paid
36 months,A1,A,2 years,15,27.8,5.32,361.38,613429,14.42,36988,100,6,195000,12000,Fully Paid
36 months,A2,A,1 year,15,56.1,6.24,335.84,89800,8.18,15334,100,0,55000,11000,Fully Paid
36 months,B2,B,< 1 year,15,78.4,9.17,478.19,17600,8.3,1725,100,1,60000,15000,Fully Paid
60 months,C5,C,10+ years,15,49.8,14.65,708.2,617077,18.49,10941,100,22,110000,30000,Fully Paid
36 months,A2,A,3 years,15,8,6.24,351.11,144940,26.54,3327,100,11,71000,11500,Fully Paid
36 months,A4,A,2 years,15,37.8,7.26,185.98,31264,7.63,1688,100,3,50000,6000,Fully Paid
36 months,B5,B,< 1 year,15,88.3,11.53,695.28,407041,36.18,33743,100,2,75000,21075,Fully Paid
60 months,E2,E,9 years,15,50.9,18.55,334.02,49517,28.18,7169,100,6,31000,13000,Charged Off
60 months,C3,C,10+ years,15,58.2,13.18,291.28,37783,30.3,2491,100,1,29000,12750,Charged Off
36 months,E3,E,1 year,15,91.3,19.19,463.08,50451,35.91,3256,100,9,35000,12600,Fully Paid
36 months,B5,B,2 years,15,44.6,11.53,237.53,193981,28.85,12845,100,8,55000,7200,Fully Paid
36 months,B4,B,7 years,15,37.1,10.78,647.8,85912,17.2,2286,37,7,85005,19850,Fully Paid
60 months,C2,C,5 years,15,56,12.69,338.93,91567,36.62,7427,100,4,39500,15000,Fully Paid
60 months,C4,C,4 years,15,52,13.99,465.27,70558,32.86,4603,100,5,50000,20000,Fully Paid
60 months,C1,C,2 years,15,59,12.29,268.7,218767,10.81,24803,100,4,75500,12000,Fully Paid
36 months,A5,A,1 year,15,35,7.89,657,417553,27.9,11847,100,4,100000,21000,Fully Paid
36 months,B1,B,5 years,15,48.4,8.18,307.92,34118,7.45,2247,100,0,68000,9800,Fully Paid
36 months,B4,B,10+ years,15,66,10.99,327.34,130438,30.98,6013,100,10,48000,10000,Charged Off
36 months,A3,A,8 years,15,20.8,6.99,308.73,66142,14.59,1780,100,9,45000,10000,Fully Paid
36 months,B1,B,9 years,15,44.1,8.18,471.3,46398,28.64,2670,100,5,35450,15000,Fully Paid
60 months,B3,B,10+ years,15,70.1,9.76,591.62,202415,24.38,18073,57,2,74000,28000,Fully Paid
36 months,E2,E,8 years,15,48.6,18.55,327.87,63821,32.89,4075,100,8,25000,9000,Charged Off
36 months,C2,C,10+ years,15,78.5,12.69,414.28,188900,18.8,14900,100,2,45000,12350,Fully Paid
36 months,B5,B,4 years,15,36.4,11.53,263.93,33488,6.26,581,100,14,94200,8000,Fully Paid
36 months,C2,C,2 years,15,82.5,12.99,168.45,45822,3.62,4477,100,6,55000,5000,Fully Paid
36 months,B2,B,10+ years,15,53.3,9.17,510.07,313410,12.31,12830,100,9,125000,16000,Fully Paid
36 months,C5,C,5 years,15,40.1,14.33,332.23,267030,20.38,40666,100,5,55000,9675,Charged Off
60 months,E2,E,6 years,15,88.1,18.55,899.28,244290,29.35,16121,100,1,87000,35000,Charged Off
36 months,B3,B,7 years,15,67.2,9.99,241.97,65371,29.68,7542,100,5,45000,7500,Fully Paid
36 months,C2,C,10+ years,15,94,12.69,939.26,523946,26.29,33164,100,8,120000,28000,Fully Paid
36 months,A1,A,10+ years,15,38.8,5.32,602.3,171500,29.92,3505,100,3,90000,20000,Charged Off
36 months,C4,C,2 years,15,49.9,13.67,204.11,15254,3.98,1062,100,3,75000,6000,Fully Paid
36 months,A5,A,10+ years,15,37.1,8.19,100.56,61282,19.86,2161,100,1,58000,3200,Fully Paid
36 months,C2,C,1 year,15,104.2,12.59,1172.39,287500,16.01,31716,100,1,86000,35000,Charged Off
36 months,C1,C,10+ years,15,81.9,12.39,210.43,25384,33.5,2264,100,2,24800,6300,Charged Off
36 months,A5,A,,15,59.7,7.89,312.86,94049,10.03,10519,100,3,48000,10000,Fully Paid
36 months,C2,C,6 years,15,49.4,12.69,670.9,64216,22.05,4868,100,4,55400,20000,Fully Paid
36 months,A2,A,10+ years,15,3.6,6.39,305.99,50176,15.13,8028,100,4,84000,10000,Fully Paid
60 months,C3,C,10+ years,15,96.3,13.66,461.85,244041,14.19,32459,100,1,56000,20000,Fully Paid
36 months,B1,B,10+ years,15,25.6,8.38,267.86,139300,11.13,5667,100,9,37000,8500,Fully Paid
60 months,C2,C,7 years,15,49.9,12.69,271.14,398058,7.09,29762,100,2,125000,12000,Fully Paid
36 months,D1,D,10+ years,15,66.2,15.61,279.72,213137,12.62,21531,100,6,70000,8000,Fully Paid
60 months,B4,B,10+ years,15,51.8,10.99,608.65,93884,19.2,4401,100,4,77000,28000,Fully Paid
60 months,B3,B,4 years,15,52,9.76,591.62,528035,20.44,29387,100,5,135000,28000,Fully Paid
60 months,C4,C,4 years,15,45.6,13.99,581.58,147926,32.54,12965,100,6,75000,25000,Charged Off
60 months,E4,E,1 year,15,85,19.99,533.74,48744,18.59,3392,100,8,80000,20150,Charged Off
60 months,C4,C,2 years,15,39.4,13.99,465.27,85539,27.37,2750,100,5,58500,20000,Fully Paid
36 months,D1,D,2 years,15,61.7,15.41,133.37,31492,6.79,2854,100,5,70000,3825,Fully Paid
36 months,C3,C,4 years,15,65.3,13.33,338.54,25807,19.83,2288,100,3,36000,10000,Fully Paid
36 months,B4,B,2 years,15,88.4,11.44,230.64,123252,32.95,7028,100,3,55000,7000,Fully Paid
36 months,A2,A,1 year,15,67.4,6.39,214.2,58960,28,4484,100,8,47500,7000,Fully Paid
36 months,C3,C,< 1 year,15,93.8,13.33,338.54,24693,22.76,4456,100,1,35000,10000,Fully Paid
36 months,B1,B,< 1 year,15,75.9,8.18,219.94,13000,5.99,1410,100,1,51871,7000,Fully Paid
36 months,C2,C,9 years,15,90.3,12.59,937.92,207432,32.77,7619,100,3,85000,28000,Fully Paid
36 months,A5,A,10+ years,15,53.8,7.89,675.77,483123,10.77,28063,100,12,183000,21600,Fully Paid
36 months,B3,B,4 years,15,26.8,9.99,322.63,73456,19.17,3020,100,9,39000,10000,Fully Paid
36 months,A1,A,1 year,15,55.5,5.32,180.69,75355,20.45,3910,100,3,73000,6000,Fully Paid
60 months,E1,E,7 years,15,72,18.25,464.64,251166,29.45,21192,100,6,59300,18200,Charged Off
36 months,B5,B,3 years,15,60.6,11.99,584.49,230344,14.21,20566,100,7,54000,17600,Fully Paid
60 months,E2,E,,15,34.5,18.55,293.55,59210,38,4268,100,7,26000,11425,Fully Paid
36 months,A1,A,,15,56.3,5.32,505.93,118181,29.15,12689,100,7,70000,16800,Fully Paid
36 months,A3,A,2 years,15,40.7,6.89,524.06,88447,15.12,2967,100,3,74000,17000,Fully Paid
36 months,D2,D,10+ years,15,33,16.55,310.01,25850,19.73,961,100,5,25000,8750,Fully Paid
36 months,D2,D,10+ years,15,97,15.99,217.95,156039,16.93,19504,100,4,45000,6200,Fully Paid
36 months,B4,B,4 years,15,59.5,10.99,491.01,209678,18.57,20643,100,7,68500,15000,Fully Paid
60 months,D2,D,2 years,15,103,16.55,615.29,76330,33.48,9205,100,4,60000,25000,Charged Off
36 months,A2,A,5 years,15,49.5,6.24,488.5,379595,18.83,26799,100,9,200000,16000,Fully Paid
36 months,B3,B,8 years,15,85.7,9.99,387.15,259571,28.38,15082,100,3,60000,12000,Fully Paid
36 months,A5,A,10+ years,15,78.4,8.19,245.11,10000,6.48,1307,100,1,45000,7800,Fully Paid
60 months,B4,B,< 1 year,15,43,10.99,652.13,331405,10.05,29601,100,5,104000,30000,Fully Paid
36 months,C3,C,2 years,15,86.8,13.33,1184.86,275200,10.65,30551,100,0,250000,35000,Fully Paid
60 months,C1,C,< 1 year,15,67.5,12.29,537.4,93292,15.06,13298,100,10,150000,24000,Fully Paid
36 months,B1,B,6 years,15,91,8.67,379.76,520715,30.35,18337,100,2,125000,12000,Fully Paid
60 months,C4,C,10+ years,15,53.3,13.99,465.27,72167,13.77,6032,100,6,95000,20000,Fully Paid
36 months,A1,A,3 years,15,46,5.32,722.76,219530,20,11313,100,3,167000,24000,Fully Paid
60 months,C4,C,10+ years,15,79.7,14.31,525.99,179446,25.79,9194,100,1,69000,22450,Charged Off
36 months,A5,A,10+ years,15,59.2,7.89,469.29,208725,11.48,26800,100,6,83000,15000,Fully Paid
36 months,A2,A,10+ years,15,41,6.24,549.56,293860,12.66,9546,100,4,115000,18000,Charged Off
36 months,A5,A,10+ years,15,50.2,7.89,406.72,42445,10.72,4966,100,2,60000,13000,Fully Paid
36 months,A4,A,10+ years,15,64.4,7.26,867.9,365871,19.9,20889,100,3,120000,28000,Fully Paid
60 months,C3,C,9 years,15,72.6,13.33,802.29,257655,23.2,13316,100,4,93000,35000,Charged Off
36 months,B5,B,10+ years,15,23.5,11.53,197.95,52242,12.85,3385,100,6,75000,6000,Charged Off
36 months,A3,A,10+ years,15,64.4,6.89,462.41,34831,6.86,4299,100,5,125000,15000,Fully Paid
36 months,A1,A,10+ years,15,16.2,5.32,180.69,43730,7.1,4203,100,1,82000,6000,Fully Paid
36 months,B5,B,4 years,15,60.8,11.53,105.57,22199,13.5,2829,100,1,40000,3200,Fully Paid
60 months,D1,D,10+ years,15,65.4,15.59,337.42,15879,14.62,1231,100,0,35700,14000,Charged Off
60 months,B3,B,10+ years,15,73.5,9.76,498.12,166793,21.55,8263,99,1,74900,23575,Fully Paid
60 months,C2,C,1 year,15,88.9,12.99,796.18,572338,9.29,41171,100,1,134000,35000,Fully Paid
36 months,B2,B,4 years,15,17,9.17,95.64,578140,4.77,63066,100,1,155000,3000,Fully Paid
36 months,B3,B,,15,39.6,9.99,258.1,21700,14.21,1073,100,4,18500,8000,Fully Paid
36 months,B5,B,10+ years,15,72,11.53,329.91,195897,20.95,12589,100,4,61000,10000,Fully Paid
36 months,B2,B,8 years,15,35.1,9.17,318.79,40025,15.9,1996,100,7,24000,10000,Charged Off
36 months,B3,B,3 years,15,90.8,9.99,580.73,50436,27.37,7005,100,2,55000,18000,Fully Paid
36 months,A2,A,10+ years,15,47.4,6.24,366.37,524208,18.85,30634,100,5,132000,12000,Fully Paid
36 months,E3,E,2 years,15,64.4,19.52,1292.19,140517,20.88,5969,100,15,140000,35000,Charged Off
60 months,E2,E,< 1 year,15,35.9,18.49,292.54,53122,30.16,2968,100,7,30000,11400,Charged Off
36 months,B2,B,< 1 year,15,46,9.17,286.92,8900,10.11,813,100,4,25752,9000,Fully Paid
36 months,A5,A,9 years,15,55.5,7.89,1095,266200,15.62,19987,100,3,74000,35000,Fully Paid
36 months,A5,A,4 years,15,74.5,7.89,450.52,195464,24.51,10163,100,0,62000,14400,Fully Paid
36 months,C5,C,,15,56.2,14.65,241.46,104524,31.2,3484,100,3,30000,7000,Charged Off
60 months,D5,D,10+ years,15,76.7,17.86,463.31,50445,36.05,4929,100,2,36649,18300,Fully Paid
36 months,D1,D,3 years,15,59.8,15.61,251.75,37430,32.58,4984,100,3,35000,7200,Charged Off
36 months,C5,C,6 years,15,71.8,14.65,344.95,58710,31.63,5735,100,6,37000,10000,Fully Paid
36 months,B4,B,7 years,15,74.2,10.64,842.71,108338,32.98,10007,74,2,67400,25875,Fully Paid
36 months,A5,A,10+ years,15,57,7.89,625.72,225693,9.6,10071,100,6,80000,20000,Fully Paid
36 months,B2,B,8 years,15,28.2,9.17,573.83,137700,20.74,1090,100,22,71000,18000,Charged Off
36 months,A2,A,5 years,15,36.5,6.49,766.12,166590,8.73,17561,100,1,85000,25000,Fully Paid
36 months,A5,A,,15,37.2,7.89,262.8,37267,12.27,2948,100,8,57000,8400,Fully Paid
36 months,C5,C,10+ years,15,82,14.99,34.67,11100,11.18,1157,100,5,54300,1000,Fully Paid
36 months,B3,B,5 years,15,60,9.99,645.25,349583,34.31,55874,100,5,65000,20000,Fully Paid
36 months,A1,A,2 years,15,22.8,5.32,141.54,57642,16.85,7240,100,3,50000,4700,Fully Paid
36 months,C1,C,10+ years,15,63.2,12.39,260.53,67706,8.96,17129,100,1,60000,7800,Fully Paid
60 months,B3,B,3 years,15,71.1,9.99,743.48,394057,13.29,39355,100,2,150000,35000,Fully Paid
36 months,C5,C,8 years,15,62.2,14.85,691.84,80290,18.01,4562,62,8,90000,20000,Fully Paid
36 months,B1,B,10+ years,15,40.4,8.18,628.39,76700,21.09,2893,100,2,56000,20000,Fully Paid
36 months,C2,C,5 years,15,49.7,12.69,201.27,56747,36.9,3732,100,3,36000,6000,Fully Paid
36 months,C2,C,< 1 year,15,79.9,12.69,120.77,33482,25.27,3121,100,4,32200,3600,Charged Off
36 months,C1,C,,15,51.3,12.29,80.05,13710,29.3,2287,100,4,9828,2400,Charged Off
36 months,B5,B,,15,51.3,11.53,125.37,29848,35.39,2251,100,3,27600,3800,Fully Paid
60 months,B3,B,5 years,15,89.3,9.99,509.82,56300,12.31,7180,100,1,115000,24000,Fully Paid
36 months,A4,A,4 years,15,33,7.26,309.97,67822,30.64,2322,100,6,30000,10000,Charged Off
60 months,E1,E,,15,62.8,18.25,380.4,18700,11.12,1068,100,10,35500,14900,Fully Paid
36 months,C5,C,,15,71,14.65,144.02,27986,10.34,3335,100,3,65000,4175,Fully Paid
36 months,A2,A,10+ years,15,32.5,6.24,854.87,441854,10.64,26208,100,2,100000,28000,Fully Paid
36 months,A2,A,10+ years,15,53.2,6.24,244.25,204082,21.09,13948,100,3,44000,8000,Fully Paid
60 months,A5,A,10+ years,15,44,7.89,475.26,164307,26.9,12864,100,3,92000,23500,Fully Paid
60 months,B2,B,4 years,15,58.9,9.17,437.67,135663,15.35,5255,100,4,175000,21000,Fully Paid
36 months,B4,B,3 years,15,35.4,10.99,491.01,65800,14.12,4659,100,0,46000,15000,Fully Paid
36 months,B3,B,2 years,15,11.6,9.99,1129.19,95487,22.99,28635,100,3,107000,35000,Fully Paid
36 months,C3,C,6 years,15,79,13.33,67.71,16230,9.36,1697,100,6,30000,2000,Fully Paid
36 months,A5,A,,15,32.1,7.89,212.75,274449,19.8,31041,100,0,38000,6800,Fully Paid
36 months,A5,A,10+ years,15,32.4,7.89,203.36,32700,7.46,1796,100,4,55000,6500,Fully Paid
36 months,B4,B,10+ years,15,71.1,10.99,360.08,83115,36.96,6172,100,5,30000,11000,Fully Paid
36 months,C5,C,10+ years,15,50.8,14.99,993.03,42500,23.9,2778,100,6,57400,28650,Fully Paid
36 months,C1,C,3 years,15,52.5,12.29,1167.36,366100,9.44,21973,100,8,90000,35000,Fully Paid
36 months,B4,B,2 years,15,78.4,10.99,982.02,223587,15.78,12113,100,2,150000,30000,Fully Paid
